,Gene Start,Gene Size,Strand,Gene Product,Accession
4340,793855.0,554.0,-,hypothetical protein_14,736.0
4341,843752.0,224.0,-,hypothetical protein_63,786.0
4342,845451.0,452.0,-,tRNA (adenine(37)-N6)-methyltransferase,788.0
4343,846483.0,857.0,+,Cytochrome c oxidase subunit 2,789.0
4344,847441.0,1619.0,+,Cytochrome c oxidase subunit 1,790.0
4345,849000.0,1061.0,+,Protoheme IX farnesyltransferase,791.0
4346,850078.0,170.0,+,hypothetical protein_118,792.0
4347,850255.0,641.0,+,Cytochrome c oxidase assembly protein CtaG,793.0
4348,850951.0,896.0,+,Cytochrome c oxidase subunit 3,794.0
4349,859059.0,980.0,+,hypothetical protein_41,801.0
4350,860039.0,3644.0,+,Respiratory nitrate reductase 1 alpha chain,802.0
4351,863677.0,701.0,+,hypothetical protein_96,803.0
4352,864442.0,1541.0,+,Respiratory nitrate reductase 2 beta chain,804.0
4353,866119.0,1028.0,+,hypothetical protein_56,805.0
4354,867182.0,677.0,+,Nitrate reductase-like protein NarX,806.0
4355,868091.0,1256.0,+,putative nitrate transporter NarT,807.0
4356,869750.0,776.0,+,hypothetical protein_57,808.0
4357,944812.0,4469.0,-,hypothetical protein_92,909.0
4358,949281.0,2033.0,-,Outer membrane protein assembly factor BamA,910.0
4359,967844.0,1664.0,-,hypothetical protein_77,924.0
4360,969550.0,887.0,-,putative metallo-hydrolase,925.0
4361,1022129.0,563.0,-,hypothetical protein_13,969.0
4362,1022952.0,404.0,-,hypothetical protein_72,970.0
4363,1033918.0,533.0,+,hypothetical protein_83,978.0
4364,1034609.0,851.0,+,Cytochrome c551 peroxidase,979.0
4365,1036226.0,1517.0,+,Protein adenylyltransferase SelO,981.0
4366,1050572.0,530.0,-,hypothetical protein_89,994.0
4367,1051814.0,539.0,-,hypothetical protein_90,995.0
4368,1052531.0,593.0,+,hypothetical protein_91,996.0
4369,1058387.0,1343.0,+,Type I secretion system membrane fusion protein PrsE,1000.0
4370,1064910.0,1544.0,-,hypothetical protein_120,1005.0
4371,1067621.0,230.0,-,hypothetical protein_33,1006.0
4372,1117189.0,332.0,+,hypothetical protein_109,1058.0
4373,1118931.0,176.0,+,hypothetical protein_112,1061.0
4374,1403252.0,941.0,-,hypothetical protein_116,1326.0
4375,1404190.0,1367.0,-,hypothetical protein_117,1327.0
4376,1407517.0,254.0,+,hypothetical protein_23,1329.0
4377,1408483.0,452.0,+,hypothetical protein_97,1331.0
4378,1515255.0,269.0,+,hypothetical protein_79,1458.0
4379,1518676.0,839.0,+,hypothetical protein_31,1461.0
4380,1683509.0,536.0,-,hypothetical protein_110,1622.0
4381,1684049.0,233.0,-,hypothetical protein_114,1623.0
4382,1951675.0,242.0,+,hypothetical protein_99,1886.0
4383,1952402.0,206.0,+,hypothetical protein_49,1888.0
4384,2076388.0,311.0,+,hypothetical protein_24,2005.0
4385,2077920.0,218.0,+,hypothetical protein_20,2007.0
4386,2160930.0,827.0,-,hypothetical protein_66,2085.0
4387,2161763.0,632.0,-,hypothetical protein_71,2086.0
4388,2162409.0,2360.0,-,hypothetical protein_67,2087.0
4389,2164862.0,923.0,-,Denitrification regulatory protein NirQ,2088.0
4390,2166030.0,635.0,-,Sporulation initiation inhibitor protein Soj,2090.0
4391,69176.0,347.0,-,hypothetical protein_21,58.0
4392,73016.0,1004.0,-,hypothetical protein_73,63.0
4393,185244.0,710.0,+,hypothetical protein_8,166.0
4394,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
4395,194958.0,572.0,+,hypothetical protein_35,175.0
4396,625911.0,416.0,+,hypothetical protein_6,575.0
4397,626435.0,1208.0,+,hypothetical protein_5,576.0
4398,721125.0,1679.0,-,hypothetical protein_47,665.0
4399,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
4400,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
4401,726120.0,725.0,-,hypothetical protein_43,668.0
4402,727128.0,620.0,-,hypothetical protein_64,669.0
4403,729064.0,785.0,-,hypothetical protein_46,671.0
4404,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
4405,730505.0,818.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",673.0
4406,790808.0,197.0,-,hypothetical protein_69,733.0
4407,791600.0,746.0,-,hypothetical protein_42,734.0
4408,793855.0,554.0,-,hypothetical protein_14,736.0
4409,843752.0,224.0,-,hypothetical protein_63,786.0
4410,845451.0,452.0,-,tRNA (adenine(37)-N6)-methyltransferase,788.0
4411,846483.0,857.0,+,Cytochrome c oxidase subunit 2,789.0
4412,847441.0,1619.0,+,Cytochrome c oxidase subunit 1,790.0
4413,849000.0,1061.0,+,Protoheme IX farnesyltransferase,791.0
4414,850078.0,170.0,+,hypothetical protein_118,792.0
4415,850255.0,641.0,+,Cytochrome c oxidase assembly protein CtaG,793.0
4416,850951.0,896.0,+,Cytochrome c oxidase subunit 3,794.0
4417,859059.0,980.0,+,hypothetical protein_41,801.0
4418,860039.0,3644.0,+,Respiratory nitrate reductase 1 alpha chain,802.0
4419,863677.0,701.0,+,hypothetical protein_96,803.0
4420,864442.0,1541.0,+,Respiratory nitrate reductase 2 beta chain,804.0
4421,866119.0,1028.0,+,hypothetical protein_56,805.0
4422,867182.0,677.0,+,Nitrate reductase-like protein NarX,806.0
4423,868091.0,1256.0,+,putative nitrate transporter NarT,807.0
4424,869750.0,776.0,+,hypothetical protein_57,808.0
4425,944812.0,4469.0,-,hypothetical protein_92,909.0
4426,949281.0,2033.0,-,Outer membrane protein assembly factor BamA,910.0
4427,967844.0,1664.0,-,hypothetical protein_77,924.0
4428,969550.0,887.0,-,putative metallo-hydrolase,925.0
4429,1022129.0,563.0,-,hypothetical protein_13,969.0
4430,1022952.0,404.0,-,hypothetical protein_72,970.0
4431,1033918.0,533.0,+,hypothetical protein_83,978.0
4432,1034609.0,851.0,+,Cytochrome c551 peroxidase,979.0
4433,1036226.0,1517.0,+,Protein adenylyltransferase SelO,981.0
4434,1050572.0,530.0,-,hypothetical protein_89,994.0
4435,1051814.0,539.0,-,hypothetical protein_90,995.0
4436,1052531.0,593.0,+,hypothetical protein_91,996.0
4437,1058387.0,1343.0,+,Type I secretion system membrane fusion protein PrsE,1000.0
4438,1064910.0,1544.0,-,hypothetical protein_120,1005.0
4439,1067621.0,230.0,-,hypothetical protein_33,1006.0
4440,1117189.0,332.0,+,hypothetical protein_109,1058.0
4441,1118931.0,176.0,+,hypothetical protein_112,1061.0
4442,1403252.0,941.0,-,hypothetical protein_116,1326.0
4443,1404190.0,1367.0,-,hypothetical protein_117,1327.0
4444,1407517.0,254.0,+,hypothetical protein_23,1329.0
4445,1408483.0,452.0,+,hypothetical protein_97,1331.0
4446,1515255.0,269.0,+,hypothetical protein_79,1458.0
4447,1518676.0,839.0,+,hypothetical protein_31,1461.0
4448,1683509.0,536.0,-,hypothetical protein_110,1622.0
4449,1684049.0,233.0,-,hypothetical protein_114,1623.0
4450,1951675.0,242.0,+,hypothetical protein_99,1886.0
4451,1952402.0,206.0,+,hypothetical protein_49,1888.0
4452,2076388.0,311.0,+,hypothetical protein_24,2005.0
4453,2077920.0,218.0,+,hypothetical protein_20,2007.0
4454,2160930.0,827.0,-,hypothetical protein_66,2085.0
4455,2161763.0,632.0,-,hypothetical protein_71,2086.0
4456,2162409.0,2360.0,-,hypothetical protein_67,2087.0
4457,2164862.0,923.0,-,Denitrification regulatory protein NirQ,2088.0
4458,2166030.0,635.0,-,Sporulation initiation inhibitor protein Soj,2090.0
4459,2166669.0,266.0,-,hypothetical protein_59,2091.0
4460,69176.0,347.0,-,hypothetical protein_21,58.0
4461,73016.0,1004.0,-,hypothetical protein_73,63.0
4462,185244.0,710.0,+,hypothetical protein_8,166.0
4463,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
4464,194958.0,572.0,+,hypothetical protein_35,175.0
4465,625911.0,416.0,+,hypothetical protein_6,575.0
4466,626435.0,1208.0,+,hypothetical protein_5,576.0
4467,721125.0,1679.0,-,hypothetical protein_47,665.0
4468,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
4469,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
4470,726120.0,725.0,-,hypothetical protein_43,668.0
4471,727128.0,620.0,-,hypothetical protein_64,669.0
4472,729064.0,785.0,-,hypothetical protein_46,671.0
4473,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
4474,730505.0,818.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",673.0
4475,790808.0,197.0,-,hypothetical protein_69,733.0
4476,791600.0,746.0,-,hypothetical protein_42,734.0
4477,793855.0,554.0,-,hypothetical protein_14,736.0
4478,843752.0,224.0,-,hypothetical protein_63,786.0
4479,845451.0,452.0,-,tRNA (adenine(37)-N6)-methyltransferase,788.0
4480,846483.0,857.0,+,Cytochrome c oxidase subunit 2,789.0
4481,847441.0,1619.0,+,Cytochrome c oxidase subunit 1,790.0
4482,849000.0,1061.0,+,Protoheme IX farnesyltransferase,791.0
4483,850078.0,170.0,+,hypothetical protein_118,792.0
4484,850255.0,641.0,+,Cytochrome c oxidase assembly protein CtaG,793.0
4485,850951.0,896.0,+,Cytochrome c oxidase subunit 3,794.0
4486,859059.0,980.0,+,hypothetical protein_41,801.0
4487,860039.0,3644.0,+,Respiratory nitrate reductase 1 alpha chain,802.0
4488,863677.0,701.0,+,hypothetical protein_96,803.0
4489,864442.0,1541.0,+,Respiratory nitrate reductase 2 beta chain,804.0
4490,866119.0,1028.0,+,hypothetical protein_56,805.0
4491,867182.0,677.0,+,Nitrate reductase-like protein NarX,806.0
4492,868091.0,1256.0,+,putative nitrate transporter NarT,807.0
4493,869750.0,776.0,+,hypothetical protein_57,808.0
4494,944812.0,4469.0,-,hypothetical protein_92,909.0
4495,949281.0,2033.0,-,Outer membrane protein assembly factor BamA,910.0
4496,967844.0,1664.0,-,hypothetical protein_77,924.0
4497,969550.0,887.0,-,putative metallo-hydrolase,925.0
4498,1022129.0,563.0,-,hypothetical protein_13,969.0
4499,1022952.0,404.0,-,hypothetical protein_72,970.0
4500,1033918.0,533.0,+,hypothetical protein_83,978.0
4501,1034609.0,851.0,+,Cytochrome c551 peroxidase,979.0
4502,1036226.0,1517.0,+,Protein adenylyltransferase SelO,981.0
4503,1050572.0,530.0,-,hypothetical protein_89,994.0
4504,1051814.0,539.0,-,hypothetical protein_90,995.0
4505,1052531.0,593.0,+,hypothetical protein_91,996.0
4506,1058387.0,1343.0,+,Type I secretion system membrane fusion protein PrsE,1000.0
4507,1064910.0,1544.0,-,hypothetical protein_120,1005.0
4508,1067621.0,230.0,-,hypothetical protein_33,1006.0
4509,1117189.0,332.0,+,hypothetical protein_109,1058.0
4510,1118931.0,176.0,+,hypothetical protein_112,1061.0
4511,1403252.0,941.0,-,hypothetical protein_116,1326.0
4512,1404190.0,1367.0,-,hypothetical protein_117,1327.0
4513,1407517.0,254.0,+,hypothetical protein_23,1329.0
4514,1408483.0,452.0,+,hypothetical protein_97,1331.0
4515,1515255.0,269.0,+,hypothetical protein_79,1458.0
4516,1518676.0,839.0,+,hypothetical protein_31,1461.0
4517,1683509.0,536.0,-,hypothetical protein_110,1622.0
4518,1684049.0,233.0,-,hypothetical protein_114,1623.0
4519,1951675.0,242.0,+,hypothetical protein_99,1886.0
4520,1952402.0,206.0,+,hypothetical protein_49,1888.0
4521,2076388.0,311.0,+,hypothetical protein_24,2005.0
4522,2077920.0,218.0,+,hypothetical protein_20,2007.0
4523,2160930.0,827.0,-,hypothetical protein_66,2085.0
4524,2161763.0,632.0,-,hypothetical protein_71,2086.0
4525,2162409.0,2360.0,-,hypothetical protein_67,2087.0
4526,2164862.0,923.0,-,Denitrification regulatory protein NirQ,2088.0
4527,2166030.0,635.0,-,Sporulation initiation inhibitor protein Soj,2090.0
4528,2166669.0,266.0,-,hypothetical protein_59,2091.0
4529,2167601.0,296.0,-,Major carboxysome shell protein 1A,2094.0
4530,69176.0,347.0,-,hypothetical protein_21,58.0
4531,73016.0,1004.0,-,hypothetical protein_73,63.0
4532,185244.0,710.0,+,hypothetical protein_8,166.0
4533,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
4534,194958.0,572.0,+,hypothetical protein_35,175.0
4535,625911.0,416.0,+,hypothetical protein_6,575.0
4536,626435.0,1208.0,+,hypothetical protein_5,576.0
4537,721125.0,1679.0,-,hypothetical protein_47,665.0
4538,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
4539,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
4540,726120.0,725.0,-,hypothetical protein_43,668.0
4541,727128.0,620.0,-,hypothetical protein_64,669.0
4542,729064.0,785.0,-,hypothetical protein_46,671.0
4543,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
4544,730505.0,818.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",673.0
4545,790808.0,197.0,-,hypothetical protein_69,733.0
4546,791600.0,746.0,-,hypothetical protein_42,734.0
4547,793855.0,554.0,-,hypothetical protein_14,736.0
4548,843752.0,224.0,-,hypothetical protein_63,786.0
4549,845451.0,452.0,-,tRNA (adenine(37)-N6)-methyltransferase,788.0
4550,846483.0,857.0,+,Cytochrome c oxidase subunit 2,789.0
4551,847441.0,1619.0,+,Cytochrome c oxidase subunit 1,790.0
4552,849000.0,1061.0,+,Protoheme IX farnesyltransferase,791.0
4553,850078.0,170.0,+,hypothetical protein_118,792.0
4554,850255.0,641.0,+,Cytochrome c oxidase assembly protein CtaG,793.0
4555,850951.0,896.0,+,Cytochrome c oxidase subunit 3,794.0
4556,859059.0,980.0,+,hypothetical protein_41,801.0
4557,860039.0,3644.0,+,Respiratory nitrate reductase 1 alpha chain,802.0
4558,863677.0,701.0,+,hypothetical protein_96,803.0
4559,864442.0,1541.0,+,Respiratory nitrate reductase 2 beta chain,804.0
4560,866119.0,1028.0,+,hypothetical protein_56,805.0
4561,867182.0,677.0,+,Nitrate reductase-like protein NarX,806.0
4562,868091.0,1256.0,+,putative nitrate transporter NarT,807.0
4563,869750.0,776.0,+,hypothetical protein_57,808.0
4564,944812.0,4469.0,-,hypothetical protein_92,909.0
4565,949281.0,2033.0,-,Outer membrane protein assembly factor BamA,910.0
4566,967844.0,1664.0,-,hypothetical protein_77,924.0
4567,969550.0,887.0,-,putative metallo-hydrolase,925.0
4568,1022129.0,563.0,-,hypothetical protein_13,969.0
4569,1022952.0,404.0,-,hypothetical protein_72,970.0
4570,1033918.0,533.0,+,hypothetical protein_83,978.0
4571,1034609.0,851.0,+,Cytochrome c551 peroxidase,979.0
4572,1036226.0,1517.0,+,Protein adenylyltransferase SelO,981.0
4573,1050572.0,530.0,-,hypothetical protein_89,994.0
4574,1051814.0,539.0,-,hypothetical protein_90,995.0
4575,1052531.0,593.0,+,hypothetical protein_91,996.0
4576,1058387.0,1343.0,+,Type I secretion system membrane fusion protein PrsE,1000.0
4577,1064910.0,1544.0,-,hypothetical protein_120,1005.0
4578,1067621.0,230.0,-,hypothetical protein_33,1006.0
4579,1117189.0,332.0,+,hypothetical protein_109,1058.0
4580,1118931.0,176.0,+,hypothetical protein_112,1061.0
4581,1403252.0,941.0,-,hypothetical protein_116,1326.0
4582,1404190.0,1367.0,-,hypothetical protein_117,1327.0
4583,1407517.0,254.0,+,hypothetical protein_23,1329.0
4584,1408483.0,452.0,+,hypothetical protein_97,1331.0
4585,1515255.0,269.0,+,hypothetical protein_79,1458.0
4586,1518676.0,839.0,+,hypothetical protein_31,1461.0
4587,1683509.0,536.0,-,hypothetical protein_110,1622.0
4588,1684049.0,233.0,-,hypothetical protein_114,1623.0
4589,1951675.0,242.0,+,hypothetical protein_99,1886.0
4590,1952402.0,206.0,+,hypothetical protein_49,1888.0
4591,2076388.0,311.0,+,hypothetical protein_24,2005.0
4592,2077920.0,218.0,+,hypothetical protein_20,2007.0
4593,2160930.0,827.0,-,hypothetical protein_66,2085.0
4594,2161763.0,632.0,-,hypothetical protein_71,2086.0
4595,2162409.0,2360.0,-,hypothetical protein_67,2087.0
4596,2164862.0,923.0,-,Denitrification regulatory protein NirQ,2088.0
4597,2166030.0,635.0,-,Sporulation initiation inhibitor protein Soj,2090.0
4598,2166669.0,266.0,-,hypothetical protein_59,2091.0
4599,2167601.0,296.0,-,Major carboxysome shell protein 1A,2094.0
4600,2167991.0,251.0,-,hypothetical protein_68,2095.0
4601,69176.0,347.0,-,hypothetical protein_21,58.0
4602,73016.0,1004.0,-,hypothetical protein_73,63.0
4603,185244.0,710.0,+,hypothetical protein_8,166.0
4604,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
4605,194958.0,572.0,+,hypothetical protein_35,175.0
4606,625911.0,416.0,+,hypothetical protein_6,575.0
4607,626435.0,1208.0,+,hypothetical protein_5,576.0
4608,721125.0,1679.0,-,hypothetical protein_47,665.0
4609,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
4610,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
4611,726120.0,725.0,-,hypothetical protein_43,668.0
4612,727128.0,620.0,-,hypothetical protein_64,669.0
4613,729064.0,785.0,-,hypothetical protein_46,671.0
4614,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
4615,730505.0,818.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",673.0
4616,790808.0,197.0,-,hypothetical protein_69,733.0
4617,791600.0,746.0,-,hypothetical protein_42,734.0
4618,793855.0,554.0,-,hypothetical protein_14,736.0
4619,843752.0,224.0,-,hypothetical protein_63,786.0
4620,845451.0,452.0,-,tRNA (adenine(37)-N6)-methyltransferase,788.0
4621,846483.0,857.0,+,Cytochrome c oxidase subunit 2,789.0
4622,847441.0,1619.0,+,Cytochrome c oxidase subunit 1,790.0
4623,849000.0,1061.0,+,Protoheme IX farnesyltransferase,791.0
4624,850078.0,170.0,+,hypothetical protein_118,792.0
4625,850255.0,641.0,+,Cytochrome c oxidase assembly protein CtaG,793.0
4626,850951.0,896.0,+,Cytochrome c oxidase subunit 3,794.0
4627,859059.0,980.0,+,hypothetical protein_41,801.0
4628,860039.0,3644.0,+,Respiratory nitrate reductase 1 alpha chain,802.0
4629,863677.0,701.0,+,hypothetical protein_96,803.0
4630,864442.0,1541.0,+,Respiratory nitrate reductase 2 beta chain,804.0
4631,866119.0,1028.0,+,hypothetical protein_56,805.0
4632,867182.0,677.0,+,Nitrate reductase-like protein NarX,806.0
4633,868091.0,1256.0,+,putative nitrate transporter NarT,807.0
4634,869750.0,776.0,+,hypothetical protein_57,808.0
4635,944812.0,4469.0,-,hypothetical protein_92,909.0
4636,949281.0,2033.0,-,Outer membrane protein assembly factor BamA,910.0
4637,967844.0,1664.0,-,hypothetical protein_77,924.0
4638,969550.0,887.0,-,putative metallo-hydrolase,925.0
4639,1022129.0,563.0,-,hypothetical protein_13,969.0
4640,1022952.0,404.0,-,hypothetical protein_72,970.0
4641,1033918.0,533.0,+,hypothetical protein_83,978.0
4642,1034609.0,851.0,+,Cytochrome c551 peroxidase,979.0
4643,1036226.0,1517.0,+,Protein adenylyltransferase SelO,981.0
4644,1050572.0,530.0,-,hypothetical protein_89,994.0
4645,1051814.0,539.0,-,hypothetical protein_90,995.0
4646,1052531.0,593.0,+,hypothetical protein_91,996.0
4647,1058387.0,1343.0,+,Type I secretion system membrane fusion protein PrsE,1000.0
4648,1064910.0,1544.0,-,hypothetical protein_120,1005.0
4649,1067621.0,230.0,-,hypothetical protein_33,1006.0
4650,1117189.0,332.0,+,hypothetical protein_109,1058.0
4651,1118931.0,176.0,+,hypothetical protein_112,1061.0
4652,1403252.0,941.0,-,hypothetical protein_116,1326.0
4653,1404190.0,1367.0,-,hypothetical protein_117,1327.0
4654,1407517.0,254.0,+,hypothetical protein_23,1329.0
4655,1408483.0,452.0,+,hypothetical protein_97,1331.0
4656,1515255.0,269.0,+,hypothetical protein_79,1458.0
4657,1518676.0,839.0,+,hypothetical protein_31,1461.0
4658,1683509.0,536.0,-,hypothetical protein_110,1622.0
4659,1684049.0,233.0,-,hypothetical protein_114,1623.0
4660,1951675.0,242.0,+,hypothetical protein_99,1886.0
4661,1952402.0,206.0,+,hypothetical protein_49,1888.0
4662,2076388.0,311.0,+,hypothetical protein_24,2005.0
4663,2077920.0,218.0,+,hypothetical protein_20,2007.0
4664,2160930.0,827.0,-,hypothetical protein_66,2085.0
4665,2161763.0,632.0,-,hypothetical protein_71,2086.0
4666,2162409.0,2360.0,-,hypothetical protein_67,2087.0
4667,2164862.0,923.0,-,Denitrification regulatory protein NirQ,2088.0
4668,2166030.0,635.0,-,Sporulation initiation inhibitor protein Soj,2090.0
4669,2166669.0,266.0,-,hypothetical protein_59,2091.0
4670,2167601.0,296.0,-,Major carboxysome shell protein 1A,2094.0
4671,2167991.0,251.0,-,hypothetical protein_68,2095.0
4672,2168242.0,257.0,-,Ethanolamine utilization protein EutN,2096.0
4673,69176.0,347.0,-,hypothetical protein_21,58.0
4674,73016.0,1004.0,-,hypothetical protein_73,63.0
4675,185244.0,710.0,+,hypothetical protein_8,166.0
4676,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
4677,194958.0,572.0,+,hypothetical protein_35,175.0
4678,625911.0,416.0,+,hypothetical protein_6,575.0
4679,626435.0,1208.0,+,hypothetical protein_5,576.0
4680,721125.0,1679.0,-,hypothetical protein_47,665.0
4681,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
4682,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
4683,726120.0,725.0,-,hypothetical protein_43,668.0
4684,727128.0,620.0,-,hypothetical protein_64,669.0
4685,729064.0,785.0,-,hypothetical protein_46,671.0
4686,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
4687,730505.0,818.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",673.0
4688,790808.0,197.0,-,hypothetical protein_69,733.0
4689,791600.0,746.0,-,hypothetical protein_42,734.0
4690,793855.0,554.0,-,hypothetical protein_14,736.0
4691,843752.0,224.0,-,hypothetical protein_63,786.0
4692,845451.0,452.0,-,tRNA (adenine(37)-N6)-methyltransferase,788.0
4693,846483.0,857.0,+,Cytochrome c oxidase subunit 2,789.0
4694,847441.0,1619.0,+,Cytochrome c oxidase subunit 1,790.0
4695,849000.0,1061.0,+,Protoheme IX farnesyltransferase,791.0
4696,850078.0,170.0,+,hypothetical protein_118,792.0
4697,850255.0,641.0,+,Cytochrome c oxidase assembly protein CtaG,793.0
4698,850951.0,896.0,+,Cytochrome c oxidase subunit 3,794.0
4699,859059.0,980.0,+,hypothetical protein_41,801.0
4700,860039.0,3644.0,+,Respiratory nitrate reductase 1 alpha chain,802.0
4701,863677.0,701.0,+,hypothetical protein_96,803.0
4702,864442.0,1541.0,+,Respiratory nitrate reductase 2 beta chain,804.0
4703,866119.0,1028.0,+,hypothetical protein_56,805.0
4704,867182.0,677.0,+,Nitrate reductase-like protein NarX,806.0
4705,868091.0,1256.0,+,putative nitrate transporter NarT,807.0
4706,869750.0,776.0,+,hypothetical protein_57,808.0
4707,944812.0,4469.0,-,hypothetical protein_92,909.0
4708,949281.0,2033.0,-,Outer membrane protein assembly factor BamA,910.0
4709,967844.0,1664.0,-,hypothetical protein_77,924.0
4710,969550.0,887.0,-,putative metallo-hydrolase,925.0
4711,1022129.0,563.0,-,hypothetical protein_13,969.0
4712,1022952.0,404.0,-,hypothetical protein_72,970.0
4713,1033918.0,533.0,+,hypothetical protein_83,978.0
4714,1034609.0,851.0,+,Cytochrome c551 peroxidase,979.0
4715,1036226.0,1517.0,+,Protein adenylyltransferase SelO,981.0
4716,1050572.0,530.0,-,hypothetical protein_89,994.0
4717,1051814.0,539.0,-,hypothetical protein_90,995.0
4718,1052531.0,593.0,+,hypothetical protein_91,996.0
4719,1058387.0,1343.0,+,Type I secretion system membrane fusion protein PrsE,1000.0
4720,1064910.0,1544.0,-,hypothetical protein_120,1005.0
4721,1067621.0,230.0,-,hypothetical protein_33,1006.0
4722,1117189.0,332.0,+,hypothetical protein_109,1058.0
4723,1118931.0,176.0,+,hypothetical protein_112,1061.0
4724,1403252.0,941.0,-,hypothetical protein_116,1326.0
4725,1404190.0,1367.0,-,hypothetical protein_117,1327.0
4726,1407517.0,254.0,+,hypothetical protein_23,1329.0
4727,1408483.0,452.0,+,hypothetical protein_97,1331.0
4728,1515255.0,269.0,+,hypothetical protein_79,1458.0
4729,1518676.0,839.0,+,hypothetical protein_31,1461.0
4730,1683509.0,536.0,-,hypothetical protein_110,1622.0
4731,1684049.0,233.0,-,hypothetical protein_114,1623.0
4732,1951675.0,242.0,+,hypothetical protein_99,1886.0
4733,1952402.0,206.0,+,hypothetical protein_49,1888.0
4734,2076388.0,311.0,+,hypothetical protein_24,2005.0
4735,2077920.0,218.0,+,hypothetical protein_20,2007.0
4736,2160930.0,827.0,-,hypothetical protein_66,2085.0
4737,2161763.0,632.0,-,hypothetical protein_71,2086.0
4738,2162409.0,2360.0,-,hypothetical protein_67,2087.0
4739,2164862.0,923.0,-,Denitrification regulatory protein NirQ,2088.0
4740,2166030.0,635.0,-,Sporulation initiation inhibitor protein Soj,2090.0
4741,2166669.0,266.0,-,hypothetical protein_59,2091.0
4742,2167601.0,296.0,-,Major carboxysome shell protein 1A,2094.0
4743,2167991.0,251.0,-,hypothetical protein_68,2095.0
4744,2168242.0,257.0,-,Ethanolamine utilization protein EutN,2096.0
4745,2168513.0,1526.0,-,hypothetical protein_30,2097.0
4746,69176.0,347.0,-,hypothetical protein_21,58.0
4747,73016.0,1004.0,-,hypothetical protein_73,63.0
4748,185244.0,710.0,+,hypothetical protein_8,166.0
4749,190817.0,920.0,+,2-dehydropantoate 2-reductase,170.0
4750,194958.0,572.0,+,hypothetical protein_35,175.0
4751,625911.0,416.0,+,hypothetical protein_6,575.0
4752,626435.0,1208.0,+,hypothetical protein_5,576.0
4753,721125.0,1679.0,-,hypothetical protein_47,665.0
4754,722973.0,1157.0,-,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",666.0
4755,724127.0,1001.0,-,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",667.0
4756,726120.0,725.0,-,hypothetical protein_43,668.0
4757,727128.0,620.0,-,hypothetical protein_64,669.0
4758,729064.0,785.0,-,hypothetical protein_46,671.0
4759,729843.0,662.0,-,Phosphorylated carbohydrates phosphatase,672.0
4760,730505.0,818.0,-,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",673.0
4761,790808.0,197.0,-,hypothetical protein_69,733.0
4762,791600.0,746.0,-,hypothetical protein_42,734.0
4763,793855.0,554.0,-,hypothetical protein_14,736.0
4764,843752.0,224.0,-,hypothetical protein_63,786.0
4765,845451.0,452.0,-,tRNA (adenine(37)-N6)-methyltransferase,788.0
4766,846483.0,857.0,+,Cytochrome c oxidase subunit 2,789.0
4767,847441.0,1619.0,+,Cytochrome c oxidase subunit 1,790.0
4768,849000.0,1061.0,+,Protoheme IX farnesyltransferase,791.0
4769,850078.0,170.0,+,hypothetical protein_118,792.0
4770,850255.0,641.0,+,Cytochrome c oxidase assembly protein CtaG,793.0
4771,850951.0,896.0,+,Cytochrome c oxidase subunit 3,794.0
4772,859059.0,980.0,+,hypothetical protein_41,801.0
