,Contig Length,Gene Count,Gene Size,Gene Start,Strand,Gene Product,Accession,Egg Description,Egg Name,Egg GOs,Egg EC,KEGG KO,KEGG Pathway,KEGG Module,KEGG Reaction,KEGG Reaction Class,Egg BRITE,KEGG TC,CAZy,BiGG Reaction,PFAMs
GCF_000013885_000000000002,294829,22,"[980, 1466, 491, 332, 293, 1697, 761, 3113, 326, 932, 326, 2675, 1532, 257, 248, 299, 266, 635, 923, 2360, 632, 827]","[2613, 7266, 68424, 162926, 262796, 270217, 271921, 272667, 275777, 276093, 278735, 279166, 281853, 283399, 283656, 284006, 285116, 285386, 286250, 287265, 289639, 290277]","['-', '+', '-', '-', '-', '+', '+', '+', '+', '-', '+', '+', '+', '+', '+', '+', '+', '+', '+', '+', '+', '+']","['HTH-type transcriptional activator CmpR_111', 'Ribulose bisphosphate carboxylase large chain', 'hypothetical protein_48', 'hypothetical protein_109', 'hypothetical protein_45', 'NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic', 'hypothetical protein_113', 'hypothetical protein_87', 'hypothetical protein_75', 'HTH-type transcriptional activator CmpR', 'Ribulose bisphosphate carboxylase small chain', 'hypothetical protein_82', 'hypothetical protein_30', 'Ethanolamine utilization protein EutN', 'hypothetical protein_68', 'Major carboxysome shell protein 1A', 'hypothetical protein_59', 'Sporulation initiation inhibitor protein Soj', 'Denitrification regulatory protein NirQ', 'hypothetical protein_67', 'hypothetical protein_71', 'hypothetical protein_66']","[4294, 4299, 4361, 4464, 4582, 4589, 4590, 4591, 4592, 4593, 4595, 4596, 4597, 4598, 4599, 4600, 4602, 4603, 4605, 4606, 4607, 4608]","['Function of homologous gene experimentally demonstrated in an other organism', 'RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same active site', ""Pyridoxamine 5'-phosphate oxidase like"", 'PRC-barrel domain', '-', 'Function proposed based on presence of conserved amino acid motif, structural feature or limited homology', '-', 'Belongs to the UPF0753 family', 'Belongs to the P(II) protein family', 'Function of homologous gene experimentally demonstrated in an other organism', 'Function of homologous gene experimentally demonstrated in an other organism', 'Function proposed based on presence of conserved amino acid motif, structural feature or limited homology', 'Carboxysome Shell Carbonic Anhydrase', 'Ethanolamine utilisation protein EutN/carboxysome', 'Ethanolamine utilisation protein EutN/carboxysome', 'PFAM microcompartments protein', 'pterin-4-alpha-carbinolamine dehydratase', 'Cobyrinic acid a,c-diamide synthase', 'CbbQ/NirQ/NorQ C-terminal', 'von Willebrand factor, type A', 'BMC', 'Trypsin-like peptidase domain']","['cbbR1', 'cbbL', '-', '-', '-', '-', '-', '-', '-', 'cbbR1', 'ccbS2', '-', '-', '-', '-', '-', '-', 'parA1', 'cbbQ', 'cbbO', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '4.1.1.39', '-', '-', '-', '1.6.5.3', '-', '-', '-', '-', '4.1.1.39', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['ko:K21703', 'ko:K01601', '-', '-', '-', 'ko:K00341,ko:K05577', '-', 'ko:K09822', '-', 'ko:K21703', 'ko:K01602', '-', '-', '-', '-', '-', '-', 'ko:K03496', 'ko:K04748', '-', '-', '-']","['-', 'ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200', '-', '-', '-', 'ko00190,ko01100,map00190,map01100', '-', '-', '-', '-', 'ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', 'M00165,M00166,M00532', '-', '-', '-', 'M00144,M00145', '-', '-', '-', '-', 'M00165,M00166,M00532', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', 'R00024,R03140', '-', '-', '-', 'R11945', '-', '-', '-', '-', 'R00024,R03140', '-', '-', '-', '-', '-', '-', '-', 'R00294', '-', '-', '-']","['-', 'RC00172,RC00859', '-', '-', '-', 'RC00061', '-', '-', '-', '-', 'RC00172,RC00859', '-', '-', '-', '-', '-', '-', '-', 'RC02794', '-', '-', '-']","['ko00000,ko03000', 'ko00000,ko00001,ko00002,ko01000', '-', '-', '-', 'ko00000,ko00001,ko00002,ko01000', '-', 'ko00000', '-', 'ko00000,ko03000', 'ko00000,ko00001,ko00002,ko01000', '-', '-', '-', '-', '-', '-', 'ko00000,ko03036,ko04812', 'ko00000', '-', '-', '-']","['-', '-', '-', '-', '-', '3.D.1', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '3.D.4.10', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['HTH_1,LysR_substrate', 'RuBisCO_large,RuBisCO_large_N', 'Pyrid_ox_like', 'PRC', '-', 'Proton_antipo_M,Proton_antipo_N', '-', 'DUF2309', 'DUF190,P-II', 'HTH_1,LysR_substrate', 'RuBisCO_small', 'CsoS2_M', 'CsoSCA', 'EutN_CcmL', 'EutN_CcmL', 'BMC', '-', 'AAA_31', 'AAA_5,CbbQ_C', 'VWA,VWA_2', 'BMC', 'Trypsin_2']"
GCF_000152905_000000000004,65616,9,"[776, 1256, 677, 1028, 578, 695, 3644, 980, 746]","[40304, 41487, 42988, 43700, 44891, 46496, 47185, 50829, 52482]","['-', '-', '-', '-', '-', '-', '-', '-', '+']","['hypothetical protein_57', 'putative nitrate transporter NarT', 'Nitrate reductase-like protein NarX', 'hypothetical protein_56', 'Respiratory nitrate reductase 2 beta chain', 'hypothetical protein_96', 'Respiratory nitrate reductase 1 alpha chain', 'hypothetical protein_41', 'hypothetical protein_62']","[209, 210, 211, 212, 213, 215, 216, 217, 218]","['Voltage-dependent anion channel', 'Major Facilitator Superfamily', 'Nitrate reductase gamma subunit', 'nitrate reductase molybdenum cofactor assembly chaperone', 'Respiratory nitrate reductase beta C-terminal', 'modulation by symbiont of host adenylate cyclase-mediated signal transduction', 'Molybdopterin oxidoreductase Fe4S4 domain', 'Cytochrome c', '-']","['-', '-', 'narI', '-', 'narH', 'slyD', 'narZ', '-', '-']","['-', '-', '-', '-', '-', 'GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0042026,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564', '-', '-', '-']","['-', '-', '1.7.5.1', '-', '1.7.5.1', '5.2.1.8', '1.7.5.1', '-', '-']","['-', 'ko:K02575', 'ko:K00374', 'ko:K00373', 'ko:K00371', 'ko:K03775', 'ko:K00370', '-', '-']","['-', 'ko00910,map00910', 'ko00910,ko01120,ko02020,map00910,map01120,map02020', 'ko02020,map02020', 'ko00910,ko01120,ko02020,map00910,map01120,map02020', '-', 'ko00910,ko01120,ko02020,map00910,map01120,map02020', '-', '-']","['-', 'M00615', 'M00529,M00530', '-', 'M00529,M00530,M00804', '-', 'M00529,M00530,M00804', '-', '-']","['-', '-', 'R00798,R01106,R09497', '-', 'R00798,R01106,R09497', '-', 'R00798,R01106,R09497', '-', '-']","['-', '-', 'RC02812', '-', 'RC02812', '-', 'RC02812', '-', '-']","['-', 'ko00000,ko00001,ko00002,ko02000', 'ko00000,ko00001,ko00002,ko01000', 'ko00000,ko00001', 'ko00000,ko00001,ko00002,ko01000', 'ko00000,ko01000,ko03110', 'ko00000,ko00001,ko00002,ko01000', '-', '-']","['-', '2.A.1.8', '5.A.3.1', '-', '5.A.3.1', '-', '5.A.3.1', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['SLAC1', 'MFS_1', 'Nitrate_red_gam', 'Nitrate_red_del', 'Fer4_11,Nitr_red_bet_C', 'FKBP_C', 'Molybdopterin,Molydop_binding,Nitr_red_alph_N', 'Cytochrom_C', '-']"
GCF_000152905_000000000005,79258,6,"[296, 305, 1340, 1361, 218, 311]","[11390, 38911, 56082, 58096, 65315, 66666]","['-', '+', '-', '+', '-', '-']","['hypothetical protein_85', 'hypothetical protein_36', 'hypothetical protein_32', 'Trigger factor', 'hypothetical protein_20', 'hypothetical protein_24']","[246, 274, 291, 293, 298, 300]","['-', '-', 'Multicopper oxidase', 'Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase', '-', '-']","['-', '-', '-', 'tig', '-', '-']","['-', '-', '-', 'GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', 'ko:K03545', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', 'ko00000', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['-', '-', 'Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3', 'FKBP_C,Trigger_C,Trigger_N', '-', '-']"
GCF_000152905_000000000006,188100,5,"[2078, 1202, 2384, 1208, 500]","[96661, 135783, 165418, 167819, 169024]","['-', '-', '+', '+', '+']","['Vitamin B12 transporter BtuB', '3-hydroxybenzoate 6-hydroxylase', 'Vitamin B12 transporter BtuB_101', 'hypothetical protein_102', 'hypothetical protein_103']","[397, 439, 471, 472, 473]","['TonB dependent receptor', 'FAD binding domain', 'TonB-dependent receptor', 'exo-alpha-(2->6)-sialidase activity', 'COG0526 Thiol-disulfide isomerase and thioredoxins']","['-', 'nah', '-', '-', 'MA20_37405']","['-', '-', '-', '-', '-']","['-', '1.14.13.1', '-', '-', '-']","['ko:K16092', 'ko:K00480', 'ko:K02014', '-', '-']","['-', 'ko00621,ko00624,ko00626,ko01100,ko01120,ko01220,map00621,map00624,map00626,map01100,map01120,map01220', '-', '-', '-']","['-', '-', '-', '-', '-']","['-', 'R00818,R05632,R06915,R06936,R06939', '-', '-', '-']","['-', 'RC00389', '-', '-', '-']","['ko00000,ko02000', 'ko00000,ko00001,ko01000', 'ko00000,ko02000', '-', '-']","['1.B.14.3', '-', '1.B.14', '-', '-']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['Plug,TonB_dep_Rec', 'FAD_binding_3', 'Plug,TonB_dep_Rec', 'BNR_2', 'Redoxin,Thioredoxin']"
GCF_000152905_000000000007,235022,8,"[281, 857, 1148, 212, 242, 722, 368, 194]","[48021, 53190, 124663, 155770, 156453, 162793, 203762, 223499]","['+', '-', '+', '-', '-', '+', '-', '+']","['hypothetical protein_26', 'hypothetical protein_55', 'hypothetical protein_34', 'hypothetical protein_49', 'hypothetical protein_99', ""Orotidine 5'-phosphate decarboxylase"", 'hypothetical protein_100', 'hypothetical protein_37']","[541, 546, 618, 656, 658, 665, 698, 718]","['GCN5-related N-acetyl-transferase', 'Squalene/phytoene synthase', '-', '-', '-', ""Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)"", 'Protein of unknown function (DUF2946)', '-']","['-', 'crtB', '-', '-', '-', 'pyrF', '-', '-']","['-', '-', '-', '-', '-', 'GO:0003674,GO:0003824,GO:0004590,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019856,GO:0034641,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576', '-', '-']","['-', '2.5.1.32,2.5.1.99', '-', '-', '-', '4.1.1.23', '-', '-']","['ko:K06975', 'ko:K02291,ko:K18163', '-', '-', '-', 'ko:K01591', '-', '-']","['-', 'ko00906,ko01062,ko01100,ko01110,ko04714,map00906,map01062,map01100,map01110,map04714', '-', '-', '-', 'ko00240,ko01100,map00240,map01100', '-', '-']","['-', 'M00097', '-', '-', '-', 'M00051', '-', '-']","['-', 'R02065,R04218,R07270,R10177', '-', '-', '-', 'R00965', '-', '-']","['-', 'RC00362,RC01101,RC02869', '-', '-', '-', 'RC00409', '-', '-']","['ko00000', 'ko00000,ko00001,ko00002,ko01000,ko01006,ko03029', '-', '-', '-', 'ko00000,ko00001,ko00002,ko01000', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['Acetyltransf_CG', 'SQS_PSY', 'PcfJ', '-', '-', 'OMPdecase', 'DUF2946', '-']"
GCF_000152905_000000000008,237430,9,"[128, 827, 350, 695, 146, 3632, 194, 1193, 371]","[4265, 20835, 30016, 40764, 61052, 101825, 144889, 187178, 226666]","['+', '-', '-', '-', '+', '+', '-', '+', '-']","['hypothetical protein_53', 'hypothetical protein_93', 'hypothetical protein_98', 'hypothetical protein_44', 'hypothetical protein_54', 'hypothetical protein_70', 'hypothetical protein_38', 'hypothetical protein_18', 'hypothetical protein_40']","[743, 757, 765, 783, 802, 839, 873, 908, 953]","['-', 'Integral membrane protein TerC family', '-', 'Acid phosphatase homologues', '-', 'Protein of unknown function', '-', 'Acetyltransferase (GNAT) domain', '-']","['-', 'MA20_28265', '-', '-', '-', 'MA20_30770', '-', '-', 'MA20_36600']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '3.6.1.27', '-', '-', '-', '-', '-']","['-', '-', '-', 'ko:K19302', '-', '-', '-', '-', '-']","['-', '-', '-', 'ko00550,map00550', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', 'R05627', '-', '-', '-', '-', '-']","['-', '-', '-', 'RC00002', '-', '-', '-', '-', '-']","['-', '-', '-', 'ko00000,ko00001,ko01000,ko01011', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', 'TerC', '-', 'PAP2', '-', 'AsmA_2,DUF3971', '-', 'Acetyltransf_6', '-']"
GCF_000152905_000000000009,317700,14,"[1019, 536, 569, 1346, 230, 110, 326, 242, 695, 590, 635, 230, 485, 200]","[16231, 17482, 18193, 24088, 30703, 51145, 82541, 127020, 127520, 204513, 205699, 295634, 295898, 298337]","['-', '-', '+', '+', '-', '+', '-', '-', '+', '+', '-', '+', '+', '+']","['hypothetical protein_89', 'hypothetical protein_90', 'hypothetical protein_91', 'Type I secretion system membrane fusion protein PrsE', 'hypothetical protein_33', 'hypothetical protein_2', 'Response regulator protein TodT', 'hypothetical protein_76', 'hypothetical protein_3', 'hypothetical protein_17', 'putative protein', 'hypothetical protein_114', 'hypothetical protein_110', 'hypothetical protein_58']","[970, 971, 972, 976, 981, 1002, 1033, 1082, 1083, 1144, 1146, 1250, 1251, 1255]","['helix_turn_helix, Lux Regulon', '-', '-', 'HlyD membrane-fusion protein of T1SS', '-', 'cytochrome c oxidase subunit IV', 'Response regulator receiver', 'CsbD-like', 'lytic transglycosylase activity', '-', 'Histidine phosphatase superfamily (branch 1)', '-', '-', '-']","['-', '-', '-', '-', '-', 'MA20_03820', '-', 'yjbJ', '-', '-', 'sixA', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', 'GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', 'ko:K02022', '-', '-', '-', '-', '-', '-', 'ko:K08296', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', 'ko00000', '-', '-', '-', '-', '-', '-', 'ko00000,ko01000', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['GerE', '-', '-', 'Biotin_lipoyl_2,HlyD,HlyD_3', '-', 'COX4_pro_2', 'Response_reg', 'CsbD', 'B_lectin,SLT', '-', 'His_Phos_1', '-', '-', '-']"
GCF_000152905_000000000010,437110,16,"[1904, 2108, 1046, 263, 353, 491, 188, 1037, 1910, 818, 662, 779, 620, 689, 1157, 1592]","[14745, 55905, 186576, 203502, 217559, 250452, 262338, 279540, 407978, 426208, 427026, 427682, 429796, 430537, 431520, 432915]","['-', '-', '+', '-', '-', '-', '-', '-', '-', '+', '+', '+', '+', '+', '+', '+']","['DNA primase', 'hypothetical protein_51', 'hypothetical protein_19', 'hypothetical protein_11', 'hypothetical protein_28', 'hypothetical protein_48', 'hypothetical protein_27', 'Fructose-1,6-bisphosphatase class 1', 'Chaperone protein HtpG', 'Ubiquinone biosynthesis O-methyltransferase, mitochondrial', 'Phosphorylated carbohydrates phosphatase', 'hypothetical protein_46', 'hypothetical protein_64', 'hypothetical protein_43', 'UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase', 'hypothetical protein_47']","[1294, 1337, 1462, 1480, 1492, 1524, 1537, 1557, 1684, 1700, 1701, 1702, 1704, 1705, 1706, 1707]","['RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication', 'AI-2E family transporter', 'Mitochondrial small ribosomal subunit Rsm22', '-', 'Putative member of DMT superfamily (DUF486)', ""Pyridoxamine 5'-phosphate oxidase like"", '-', 'D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1', 'Molecular chaperone. Has ATPase activity', 'Methyltransferase domain', 'haloacid dehalogenase-like hydrolase', 'nUDIX hydrolase', 'Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC)', 'Cytidylyltransferase', 'Belongs to the DegT DnrJ EryC1 family', 'transferase activity, transferring glycosyl groups']","['dnaG', '-', '-', '-', '-', '-', '-', 'fbp', 'htpG', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', 'GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005985,GO:0005986,GO:0005996,GO:0006000,GO:0006002,GO:0006006,GO:0006094,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0019318,GO:0019319,GO:0019637,GO:0030388,GO:0034637,GO:0042132,GO:0042578,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046364,GO:0050308,GO:0071704,GO:1901135,GO:1901576', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '3.1.3.11', '-', '-', '3.1.3.18', '-', '-', '-', '-', '-']","['ko:K02316', '-', '-', '-', 'ko:K09922', '-', '-', 'ko:K03841', 'ko:K04079', '-', 'ko:K01091', '-', '-', 'ko:K07257', '-', '-']","['ko03030,map03030', '-', '-', '-', '-', '-', '-', 'ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910', 'ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418', '-', 'ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', 'M00003,M00165,M00167,M00344', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', 'R00762,R04780', '-', '-', 'R01334', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', 'RC00017', '-', '-', 'RC00017', '-', '-', '-', '-', '-']","['ko00000,ko00001,ko01000,ko03032', '-', '-', '-', 'ko00000', '-', '-', 'ko00000,ko00001,ko00002,ko01000,ko04147', 'ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147', '-', 'ko00000,ko00001,ko01000', '-', '-', 'ko00000', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['DnaB_bind,Toprim_4,Toprim_N,zf-CHC2', 'AI-2E_transport', 'Rsm22', '-', 'DMT_6', 'Pyrid_ox_like', '-', 'FBPase', 'HATPase_c,HATPase_c_3,HSP90', 'Methyltransf_31', 'HAD_2', '-', '-', 'CTP_transf_3', 'DegT_DnrJ_EryC1', '-']"
GCF_000152905_000000000011,488720,9,"[143, 473, 593, 632, 1208, 416, 1655, 500, 1196]","[106802, 134578, 138706, 140731, 218551, 219870, 306062, 336721, 482313]","['+', '+', '-', '+', '-', '-', '-', '+', '-']","['hypothetical protein_119', 'Sensor protein FixL', 'Glucosyl-3-phosphoglycerate phosphatase', 'Isovaleryl-homoserine lactone synthase', 'hypothetical protein_5', 'hypothetical protein_6', 'hypothetical protein_16', 'hypothetical protein_15', 'hypothetical protein']","[1806, 1828, 1832, 1835, 1910, 1911, 1989, 2015, 2138]","['-', 'Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)', 'Phosphoglycerate mutase family', 'Autoinducer', 'NnrS protein', 'cheY-homologous receiver domain', 'HemY protein N-terminus', '-', '-']","['-', '-', 'gpmB', '-', '-', 'exsF', 'lapB', '-', 'MA20_20990']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '5.4.2.12', '2.3.1.228,2.3.1.229', '-', '-', '-', '-', '-']","['-', '-', 'ko:K15634', 'ko:K18096', 'ko:K07234', '-', 'ko:K02498', '-', '-']","['-', '-', 'ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230', 'ko02024,map02024', '-', '-', '-', '-', '-']","['-', '-', 'M00001,M00002,M00003', '-', '-', '-', '-', '-', '-']","['-', '-', 'R01518', '-', '-', '-', '-', '-', '-']","['-', '-', 'RC00536', '-', '-', '-', '-', '-', '-']","['-', '-', 'ko00000,ko00001,ko00002,ko01000', 'ko00000,ko00001,ko01000', 'ko00000', '-', 'ko00000', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', 'PAS,PAS_4', 'His_Phos_1', 'Autoind_synth', 'NnrS', 'Response_reg', 'HemY_N,TPR_19', '-', '-']"
GCF_000152905_000000000024,14500,2,"[449, 254]","[4937, 6131]","['-', '-']","['hypothetical protein_97', 'hypothetical protein_23']","[2266, 2268]","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']"
GCF_000152905_000000000034,51115,1,[293],[26037],['-'],['hypothetical protein_39'],[2557],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
GCF_000152905_000000000035,56574,1,[422],[41535],['+'],['hypothetical protein_25'],[2625],"['Phage tail tube protein, GTA-gp10']",['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['Phage_TAC_11']
GCF_000152905_000000000036,112812,9,"[887, 1661, 1031, 1082, 410, 539, 1004, 1517, 2117]","[16855, 17785, 22270, 26060, 55338, 65656, 66200, 67855, 81585]","['+', '+', '-', '-', '-', '+', '+', '+', '-']","['putative metallo-hydrolase', 'hypothetical protein_77', 'hypothetical protein_94', 'Alkanesulfonate monooxygenase', 'hypothetical protein_72', 'hypothetical protein_83', 'Cytochrome c551 peroxidase', 'Protein adenylyltransferase SelO', 'Isochorismate synthase MenF']","[2657, 2658, 2662, 2664, 2695, 2704, 2705, 2707, 2720]","['Metallo-beta-lactamase superfamily', 'Pyridine nucleotide-disulphide oxidoreductase', 'Periplasmic binding protein', 'Luciferase-like monooxygenase', 'Bacterial regulatory helix-turn-helix protein, lysR family', 'Evidence 4 Homologs of previously reported genes of', 'Di-haem cytochrome c peroxidase', 'Belongs to the UPF0061 (SELO) family', 'Anthranilate synthase component I']","['-', '-', '-', '-', 'modE', '-', 'mauG', 'MA20_28420', 'pabB']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '1.8.5.4', '-', '-', '-', '-', '1.11.1.5', '-', '2.6.1.85,4.1.3.27']","['-', 'ko:K17218', 'ko:K02016', '-', 'ko:K02019', '-', 'ko:K00428', 'ko:K08997', 'ko:K01657,ko:K01665,ko:K13950']","['-', 'ko00920,map00920', 'ko02010,map02010', '-', '-', '-', '-', '-', 'ko00400,ko00405,ko00790,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map00790,map01100,map01110,map01130,map01230,map02024,map02025']","['-', '-', 'M00240', '-', '-', '-', '-', '-', 'M00023']","['-', 'R10152', '-', '-', '-', '-', '-', '-', 'R00985,R00986,R01716']","['-', 'RC03155', '-', '-', '-', '-', '-', '-', 'RC00010,RC01418,RC02148,RC02414']","['-', 'ko00000,ko00001,ko01000', 'ko00000,ko00001,ko00002,ko02000', '-', 'ko00000,ko03000', '-', 'ko00000,ko01000', 'ko00000', 'ko00000,ko00001,ko00002,ko01000']","['-', '-', '3.A.1.14', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-']","['Lactamase_B', 'DUF442,Pyr_redox_2', 'Peripla_BP_2', 'Bac_luciferase', 'HTH_1', '-', 'CCP_MauG,Cytochrom_C', 'UPF0061', 'Anth_synt_I_N,Chorismate_bind,GATase']"
GCF_000152905_000000000038,115160,2,"[998, 440]","[7668, 25136]","['-', '-']","['hypothetical protein_52', 'hypothetical protein_4']","[2887, 2902]","['Domain of unknown function (DUF4062)', 'Protein of unknown function (DUF983)']","['-', 'MA20_36345']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['DUF4062', 'DUF983']"
