,Contig Length,Gene Count,Gene Size,Gene Start,Strand,Gene Product,Accession,Egg Description,Egg Name,Egg GOs,Egg EC,KEGG KO,KEGG Pathway,KEGG Module,KEGG Reaction,KEGG Reaction Class,Egg BRITE,KEGG TC,CAZy,BiGG Reaction,PFAMs
SMAGOTU_00516__000000000298,12971,3,"[1103, 149, 707]","[725, 7385, 9847]","['-', '+', '+']","['hypothetical protein_97', 'hypothetical protein_635', 'hypothetical protein_98']","[1365, 1371, 1374]","['HemX, putative uroporphyrinogen-III C-methyltransferase', '-', 'Protein of unknown function, DUF484']","['-', '-', '-']","['-', '-', '-']","['2.1.1.107', '-', '-']","['ko:K02496', '-', 'ko:K09921']","['ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120', '-', '-']","['M00121', '-', '-']","['R03194', '-', '-']","['RC00003,RC00871', '-', '-']","['ko00000,ko00001,ko00002,ko01000', '-', 'ko00000']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['HemX', '-', 'DUF484']"
SMAGOTU_00516__000000000299,2898,1,[290],[64],['+'],['Beta-hexosaminidase'],[1378],"['Plays a role in peptidoglycan recycling by cleaving the terminal beta-1,4-linked N-acetylglucosamine (GlcNAc) from peptide-linked peptidoglycan fragments, giving rise to free GlcNAc, anhydro-N-acetylmuramic acid and anhydro-N-acetylmuramic acid-linked peptides']",['nagZ'],['-'],['3.2.1.52'],['ko:K01207'],"['ko00520,ko00531,ko01100,ko01501,map00520,map00531,map01100,map01501']",['M00628'],"['R00022,R05963,R07809,R07810,R10831']",['RC00049'],"['ko00000,ko00001,ko00002,ko01000']",['-'],['-'],['-'],['Glyco_hydro_3']
SMAGOTU_00516__000000000301,3574,1,[305],[3248],['-'],['hypothetical protein_14'],[1387],['Metallo-beta-lactamase superfamily'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['Lactamase_B_5']
SMAGOTU_00516__000000000302,2638,1,[656],[37],['+'],['5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB'],[1388],"['subfamily IA, variant 1']",['-'],['-'],"['3.1.3.102,3.1.3.104']",['ko:K20862'],"['ko00740,ko01100,ko01110,map00740,map01100,map01110']",['M00125'],"['R00548,R07280']",['RC00017'],"['ko00000,ko00001,ko00002,ko01000']",['-'],['-'],['-'],['HAD_2']
SMAGOTU_00516__000000000303,4106,1,[1883],[25],['+'],['Peptidyl-prolyl cis-trans isomerase D'],[1391],['peptidylprolyl isomerase'],['-'],['-'],['5.2.1.8'],['ko:K03770'],['-'],['-'],['-'],['-'],"['ko00000,ko01000,ko03110']",['-'],['-'],['-'],"['Rotamase,Rotamase_2,SurA_N_3']"
SMAGOTU_00516__000000000304,12740,5,"[1850, 1301, 800, 1232, 890]","[291, 2138, 3474, 5953, 7148]","['+', '+', '+', '+', '+']","['hypothetical protein_145', 'hypothetical protein_146', 'Rhamnosyltransferase WbbL', 'hypothetical protein_147', 'hypothetical protein_148']","[1395, 1396, 1397, 1399, 1400]","['Domain of unknown function (DUF4838)', '-', 'Glycosyl transferase, family 2', 'Putative beta-barrel porin 2', 'polysaccharide export protein']","['-', '-', 'wbbL', '-', '-']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['-', '-', 'ko:K07011', '-', 'ko:K01991']","['-', '-', '-', '-', 'ko02026,map02026']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['-', '-', 'ko00000', '-', 'ko00000,ko00001,ko02000']","['-', '-', '-', '-', '1.B.18']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['DUF4838', '-', 'Glyco_tranf_2_3,Glyco_transf_7C,Glycos_transf_2', 'BBP2_2', 'Poly_export,SLBB']"
SMAGOTU_00516__000000000306,4240,1,[602],[1533],['-'],['hypothetical protein_168'],[1409],['Hemerythrin HHE cation binding domain'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['Hemerythrin']
SMAGOTU_00516__000000000309,3132,2,"[332, 1127]","[492, 912]","['+', '+']","['Cell division protein DamX', 'hypothetical protein_623']","[1425, 1426]","['AAA domain', 'Flagellar hook-length control protein FliK']","['-', '-']","['-', '-']","['-', '-']","['ko:K03112', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['ko00000', '-']","['-', '-']","['-', '-']","['-', '-']","['AAA_22,SPOR', 'Flg_hook']"
SMAGOTU_00516__000000000310,4054,1,[734],[405],['-'],['hypothetical protein_106'],[1430],"['Peptidoglycan-binding protein, CsiV']",['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['CsiV']
SMAGOTU_00516__000000000311,12297,1,[218],[12044],['-'],['6-phosphogluconolactonase'],[1447],['PFAM glucosamine galactosamine-6-phosphate isomerase'],['-'],['-'],['3.1.1.31'],['ko:K01057'],"['ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200']","['M00004,M00006,M00008']",['R02035'],['RC00537'],"['ko00000,ko00001,ko00002,ko01000']",['-'],['-'],['-'],['Glucosamine_iso']
SMAGOTU_00516__000000000312,6021,1,[1085],[7],['+'],['Homoserine O-succinyltransferase'],[1448],"['Transfers a succinyl group from succinyl-CoA to L- homoserine, forming succinyl-L-homoserine']",['metXS'],['-'],['2.3.1.31'],['ko:K00641'],"['ko00270,ko01100,ko01130,map00270,map01100,map01130']",['-'],['R01776'],"['RC00004,RC00041']","['ko00000,ko00001,ko01000']",['-'],['-'],['-'],['Abhydrolase_1']
SMAGOTU_00516__000000000313,2404,1,[497],[1454],['+'],['hypothetical protein_73'],[1456],['Uncharacterized protein conserved in bacteria (DUF2147)'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['DUF2147']
SMAGOTU_00516__000000000316,4118,1,[1019],[1987],['-'],['Tyrosine recombinase XerC'],[1465],"[""Belongs to the 'phage' integrase family""]",['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],"['Phage_int_SAM_1,Phage_integrase']"
SMAGOTU_00516__000000000319,2235,1,[620],[1102],['+'],['hypothetical protein_638'],[1481],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
SMAGOTU_00516__000000000320,4196,1,[674],[1509],['-'],['2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase'],[1485],['Catalyzes the formation of 4-diphosphocytidyl-2-C- methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4- phosphate (MEP)'],['ispD'],['-'],['2.7.7.60'],['ko:K00991'],"['ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130']",['M00096'],['R05633'],['RC00002'],"['ko00000,ko00001,ko00002,ko01000']",['-'],['-'],['-'],['IspD']
SMAGOTU_00516__000000000321,2305,1,[1103],[33],['+'],['hypothetical protein_39'],[1489],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
SMAGOTU_00516__000000000322,2951,1,[419],[829],['+'],['Inner membrane protein YbaN'],[1492],['Membrane'],['-'],['-'],['-'],['ko:K09790'],['-'],['-'],['-'],['-'],['ko00000'],['-'],['-'],['-'],['DUF454']
SMAGOTU_00516__000000000326,11818,2,"[239, 374]","[5959, 7503]","['-', '-']","['hypothetical protein_56', 'Putative fluoride ion transporter CrcB']","[1514, 1516]","['Mo-molybdopterin cofactor metabolic process', 'Important for reducing fluoride concentration in the cell, thus reducing its toxicity']","['moaD', 'crcB']","['GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0018130,GO:0019538,GO:0019637,GO:0019720,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0071704,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576', '-']","['2.8.1.12', '-']","['ko:K03636,ko:K21142', 'ko:K06199']","['ko00790,ko01100,ko04122,map00790,map01100,map04122', '-']","['-', '-']","['R09395', '-']","['RC02507', '-']","['ko00000,ko00001,ko01000', 'ko00000,ko02000']","['-', '1.A.43.1,1.A.43.2,1.A.43.3']","['-', '-']","['-', '-']","['MoaE,ThiS', 'CRCB']"
SMAGOTU_00516__000000000327,8774,1,[605],[798],['-'],['Tungstate uptake system ATP-binding protein TupC'],[1521],['pfam abc'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['ABC_tran']
SMAGOTU_00516__000000000329,6915,2,"[224, 371]","[647, 2741]","['-', '+']","['hypothetical protein_85', 'hypothetical protein_86']","[1534, 1537]","['-', 'Ribonucleotide reductase subunit alpha']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']"
SMAGOTU_00516__000000000331,2395,1,[893],[1281],['-'],['Carbohydrate deacetylase'],[1548],['\n\n\n\nDescription'],['Preferred_name'],['GOs'],['EC'],['KEGG_ko'],['KEGG_Pathway'],['KEGG_Module'],['KEGG_Reaction'],['KEGG_rclass'],['BRITE'],['KEGG_TC'],['CAZy'],['BiGG_Reaction'],['PFAMs']
SMAGOTU_00516__000000000332,2905,2,"[1166, 863]","[268, 1438]","['-', '-']","['Hercynine oxygenase', 'Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase']","[1550, 1551]","['methyltransferase', 'Glutamine amidotransferase']","['egtB', 'egtC']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['DinB_2,FGE-sulfatase', 'GATase_4']"
SMAGOTU_00516__000000000334,4575,1,[761],[1802],['+'],['Ammonia monooxygenase gamma subunit'],[1560],['PFAM Cytochrome C1'],['petC'],['-'],['-'],['ko:K00413'],"['ko00190,ko01100,ko02020,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map02020,map04260,map04714,map04932,map05010,map05012,map05016']","['M00151,M00152']",['-'],['-'],"['ko00000,ko00001,ko00002']",['-'],['-'],['-'],['Cytochrom_C1']
SMAGOTU_00516__000000000335,3257,1,[845],[1907],['-'],['hypothetical protein_187'],[1566],['carboxylic ester hydrolase activity'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],"['Abhydrolase_6,Hydrolase_4']"
SMAGOTU_00516__000000000340,3467,2,"[2429, 503]","[25, 2494]","['+', '-']","['Translocation and assembly module subunit TamB', 'hypothetical protein_453']","[1581, 1582]","['TamB, inner membrane protein subunit of TAM complex', '\n\n\n\nDescription']","['-', 'Preferred_name']","['-', 'GOs']","['-', 'EC']","['ko:K09800', 'KEGG_ko']","['-', 'KEGG_Pathway']","['-', 'KEGG_Module']","['-', 'KEGG_Reaction']","['-', 'KEGG_rclass']","['ko00000,ko02000', 'BRITE']","['-', 'KEGG_TC']","['-', 'CAZy']","['-', 'BiGG_Reaction']","['TamB', 'PFAMs']"
SMAGOTU_00516__000000000342,2784,2,"[863, 959]","[20, 1083]","['+', '+']","['Fructose-1,6-bisphosphatase class 1', 'Proline iminopeptidase']","[1588, 1589]","['D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1', 'Belongs to the peptidase S33 family']","['fbp', '-']","['-', '-']","['3.1.3.11', '3.4.11.5']","['ko:K03841', 'ko:K01259']","['ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910', 'ko00330,map00330']","['M00003,M00165,M00167,M00344', '-']","['R00762,R04780', 'R00135']","['RC00017', '-']","['ko00000,ko00001,ko00002,ko01000,ko04147', 'ko00000,ko00001,ko01000,ko01002']","['-', '-']","['-', '-']","['-', '-']","['FBPase', 'Abhydrolase_1']"
SMAGOTU_00516__000000000345,2504,1,[296],[1280],['-'],['Lipopolysaccharide assembly protein A'],[1601],['Lipopolysaccharide assembly protein A domain'],['lapA'],['-'],['-'],['ko:K08992'],['-'],['-'],['-'],['-'],['ko00000'],['-'],['-'],['-'],['LapA_dom']
SMAGOTU_00516__000000000347,2248,1,[998],[257],['+'],['hypothetical protein_322'],[1607],['\n\n\n\nDescription'],['Preferred_name'],['GOs'],['EC'],['KEGG_ko'],['KEGG_Pathway'],['KEGG_Module'],['KEGG_Reaction'],['KEGG_rclass'],['BRITE'],['KEGG_TC'],['CAZy'],['BiGG_Reaction'],['PFAMs']
SMAGOTU_00516__000000000353,3038,1,[539],[1674],['-'],['hypothetical protein_54'],[1633],['Integral membrane protein (DUF2244)'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['DUF2244']
SMAGOTU_00516__000000000355,2186,1,[185],[239],['+'],['hypothetical protein_158'],[1636],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
SMAGOTU_00516__000000000357,11464,1,[473],[3372],['-'],['hypothetical protein_137'],[1653],['CheW-like domain'],['-'],['-'],['-'],['ko:K06598'],"['ko02020,ko02025,map02020,map02025']",['-'],['-'],['-'],"['ko00000,ko00001,ko02035']",['-'],['-'],['-'],['CheW']
SMAGOTU_00516__000000000358,3664,2,"[347, 626]","[2054, 2602]","['+', '-']","['hypothetical protein_164', 'FKBP-type peptidyl-prolyl cis-trans isomerase SlyD']","[1661, 1662]","['cytochrome', 'Peptidyl-prolyl cis-trans']","['-', '-']","['-', '-']","['-', '5.2.1.8']","['-', 'ko:K03775']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', 'ko00000,ko01000,ko03110']","['-', '-']","['-', '-']","['-', '-']","['Cytochrom_C,Cytochrome_CBB3', 'FKBP_C']"
SMAGOTU_00516__000000000359,2360,1,[401],[55],['+'],['Transketolase 1'],[1663],"['Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate']",['-'],['-'],['2.2.1.1'],['ko:K00615'],"['ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230']","['M00004,M00007,M00165,M00167']","['R01067,R01641,R01830,R06590']","['RC00032,RC00226,RC00571,RC01560']","['ko00000,ko00001,ko00002,ko01000']",['-'],['-'],['-'],"['Transket_pyr,Transketolase_C,Transketolase_N']"
SMAGOTU_00516__000000000360,3574,2,"[629, 1022]","[496, 1109]","['+', '+']","['hypothetical protein_78', 'Sigma factor AlgU regulatory protein MucB']","[1667, 1668]","['PFAM Anti sigma-E protein RseA', 'PFAM MucB RseB']","['-', '-']","['-', '-']","['-', '-']","['ko:K03597', 'ko:K03598']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['ko00000,ko03021', 'ko00000,ko03021']","['-', '-']","['-', '-']","['-', '-']","['RseA_N', 'MucB_RseB,MucB_RseB_C']"
SMAGOTU_00516__000000000363,8955,3,"[476, 1253, 341]","[5093, 5936, 8610]","['-', '-', '-']","['hypothetical protein_172', 'hypothetical protein_173', 'Molybdenum cofactor guanylyltransferase']","[1682, 1683, 1685]","['Putative transmembrane protein (PGPGW)', 'Domain of unknown function (DUF4010)', 'Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor']","['-', '-', 'mobA']","['-', '-', '-']","['-', '-', '2.7.7.77']","['-', '-', 'ko:K03752']","['-', '-', 'ko00790,ko01100,map00790,map01100']","['-', '-', '-']","['-', '-', 'R11581']","['-', '-', '-']","['-', '-', 'ko00000,ko00001,ko01000']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['PGPGW', 'DUF4010,MgtC', 'NTP_transf_3']"
SMAGOTU_00516__000000000368,3010,1,[1607],[371],['+'],['Membrane-bound lytic murein transglycosylase D'],[1706],['lytic transglycosylase'],['-'],['-'],['-'],['ko:K08307'],['-'],['-'],['-'],['-'],"['ko00000,ko01000,ko01011']",['-'],['-'],['-'],"['LysM,SLT']"
SMAGOTU_00516__000000000369,6346,2,"[758, 659]","[140, 1105]","['-', '-']","['hypothetical protein_174', 'hypothetical protein_175']","[1709, 1710]","['Mo-molybdopterin cofactor biosynthetic process', 'Autotransporter beta-domain']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', 'Autotransporter']"
SMAGOTU_00516__000000000370,3458,1,[1163],[717],['+'],['hypothetical protein_142'],[1717],['Peptidogalycan biosysnthesis/recognition'],['-'],['-'],['-'],['ko:K09919'],['-'],['-'],['-'],['-'],['ko00000'],['-'],['-'],['-'],['FemAB_like']
SMAGOTU_00516__000000000372,2047,1,[1151],[828],['-'],['hypothetical protein_151'],[1725],['PD-(D/E)XK nuclease superfamily'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['PDDEXK_1']
SMAGOTU_00516__000000000373,3733,1,[1457],[203],['-'],['Beta-barrel assembly-enhancing protease'],[1726],"['Functions as both a chaperone and a metalloprotease. Maintains the integrity of the outer membrane by promoting either the assembly or the elimination of outer membrane proteins, depending on their folding state']",['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],"['Peptidase_M48,TPR_19']"
SMAGOTU_00516__000000000376,2513,1,[932],[1491],['-'],['hypothetical protein_149'],[1738],['Formate nitrite'],['-'],['-'],['-'],['ko:K06212'],['-'],['-'],['-'],['-'],"['ko00000,ko02000']","['1.A.16.1.1,1.A.16.1.3']",['-'],['-'],['Form_Nir_trans']
SMAGOTU_00516__000000000378,8986,1,[2750],[5719],['+'],['hypothetical protein_42'],[1749],['Domain of Unknown Function (DUF349)'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['DUF349']
SMAGOTU_00516__000000000379,2408,1,[410],[1856],['-'],['HPr kinase/phosphorylase'],[1754],"['Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr). The two antagonistic activities of HprK P are regulated by several intracellular metabolites, which change their concentration in response to the absence or presence of rapidly metabolisable carbon sources (glucose, fructose, etc.) in the growth medium. Therefore, by controlling the phosphorylation state of HPr, HPrK P is a sensor enzyme that plays a major role in the regulation of carbon metabolism and sugar transport it mediates carbon catabolite repression (CCR), and regulates PTS-catalyzed carbohydrate uptake and inducer exclusion']",['hprK'],"['GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464']",['-'],['ko:K06023'],['-'],['-'],['-'],['-'],"['ko00000,ko01000']",['-'],['-'],['-'],"['Hpr_kinase_C,Hpr_kinase_N']"
SMAGOTU_00516__000000000382,4926,2,"[1253, 869]","[720, 2183]","['-', '-']","['hypothetical protein_136', 'putative protein_491']","[1768, 1769]","['(GGDEF) domain', '\n\n\n\nDescription']","['-', 'Preferred_name']","['-', 'GOs']","['-', 'EC']","['-', 'KEGG_ko']","['-', 'KEGG_Pathway']","['-', 'KEGG_Module']","['-', 'KEGG_Reaction']","['-', 'KEGG_rclass']","['-', 'BRITE']","['-', 'KEGG_TC']","['-', 'CAZy']","['-', 'BiGG_Reaction']","['GGDEF', 'PFAMs']"
SMAGOTU_00516__000000000384,8932,2,"[1457, 449]","[2436, 7616]","['+', '+']","['Sensor histidine kinase GlrK', 'Acyl-CoA thioester hydrolase YbgC']","[1780, 1784]","['Histidine kinase', 'Tol-Pal system-associated acyl-CoA thioesterase']","['-', '-']","['-', '-']","['2.7.13.3', '-']","['ko:K07711', 'ko:K07107']","['ko02020,ko02024,map02020,map02024', '-']","['M00502', '-']","['-', '-']","['-', '-']","['ko00000,ko00001,ko00002,ko01000,ko01001,ko02022', 'ko00000,ko01000']","['-', '-']","['-', '-']","['-', '-']","['HATPase_c,HisKA', '4HBT,4HBT_2']"
SMAGOTU_00516__000000000385,10078,3,"[353, 320, 419]","[5480, 5981, 6302]","['-', '-', '+']","['hypothetical protein_628', 'hypothetical protein_52', 'Protein YchQ']","[1790, 1791, 1792]","['Protein of unknown function (DUF3135)', 'rho-dependent transcription termination', 'Invasion gene expression up-regulator SirB']","['-', 'rof', '-']","['-', 'GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0043244,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141', '-']","['-', '-', '-']","['-', 'ko:K19000', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['-', 'ko00000,ko03021', '-']","['-', '-', '-']","['-', '-', '-']","['-', '-', '-']","['DUF3135', 'ROF', 'SirB']"
SMAGOTU_00516__000000000388,3753,1,[968],[514],['-'],['Protease HtpX '],[1808],['\n\n\n\nDescription'],['Preferred_name'],['GOs'],['EC'],['KEGG_ko'],['KEGG_Pathway'],['KEGG_Module'],['KEGG_Reaction'],['KEGG_rclass'],['BRITE'],['KEGG_TC'],['CAZy'],['BiGG_Reaction'],['PFAMs']
SMAGOTU_00516__000000000389,2394,1,[1055],[259],['-'],['hypothetical protein_140'],[1811],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
SMAGOTU_00516__000000000390,10231,1,[2636],[1375],['-'],['hypothetical protein_103'],[1815],['Mechanosensitive ion channel'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['MS_channel']
SMAGOTU_00516__000000000391,2591,2,"[1655, 320]","[147, 1816]","['+', '+']","['Type IV pilus biogenesis factor PilY1', 'hypothetical protein_131']","[1820, 1821]","['Tfp pilus assembly protein, tip-associated adhesin PilY1', '-']","['-', '-']","['-', '-']","['-', '-']","['ko:K02674', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['ko00000,ko02035,ko02044', '-']","['-', '-']","['-', '-']","['-', '-']","['Neisseria_PilC', '-']"
SMAGOTU_00516__000000000394,5862,1,[1052],[1425],['-'],['Outer membrane protein assembly factor BamC'],[1833],['NlpB/DapX lipoprotein'],['-'],['-'],['-'],['ko:K07287'],['-'],['-'],['-'],['-'],"['ko00000,ko02000']",['1.B.33.1'],['-'],['-'],['Lipoprotein_18']
SMAGOTU_00516__000000000395,8319,4,"[626, 707, 1184, 2522]","[977, 1982, 2616, 3802]","['-', '+', '-', '-']","['hypothetical protein_225', 'Intermembrane phospholipid transport system binding protein MlaC_621', 'hypothetical protein_622', 'hypothetical protein_26']","[1839, 1840, 1841, 1842]","['\n\n\n\nDescription', 'intermembrane phospholipid transfer', 'Lipocalin-like domain', 'ABC-type transport system, involved in lipoprotein release, permease component']","['Preferred_name', '-', '-', '-']","['GOs', '-', '-', '-']","['EC', '-', '-', '-']","['KEGG_ko', 'ko:K07323', '-', 'ko:K02004']","['KEGG_Pathway', 'ko02010,map02010', '-', '-']","['KEGG_Module', 'M00210', '-', 'M00258']","['KEGG_Reaction', '-', '-', '-']","['KEGG_rclass', '-', '-', '-']","['BRITE', 'ko00000,ko00001,ko00002,ko02000', '-', 'ko00000,ko00002,ko02000']","['KEGG_TC', '3.A.1.27.3', '-', '3.A.1']","['CAZy', '-', '-', '-']","['BiGG_Reaction', '-', '-', '-']","['PFAMs', 'MlaC', 'CrtC,Lipocalin_9', 'FtsX,MacB_PCD']"
SMAGOTU_00516__000000000405,2740,2,"[323, 617]","[1030, 1459]","['-', '-']","['Ferredoxin 1', 'hypothetical protein_13']","[1875, 1876]","['Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions', 'protein SCO1 SenC PrrC involved in biogenesis of respiratory and photosynthetic systems']","['-', '-']","['-', '-']","['-', '-']","['ko:K05524', 'ko:K07152']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['ko00000', 'ko00000,ko03029']","['-', '-']","['-', '-']","['-', '-']","['DUF3470,Fer4', 'SCO1-SenC,ZnuA']"
SMAGOTU_00516__000000000413,2223,1,[698],[1336],['+'],['hypothetical protein_44'],[1907],['WLM domain'],['-'],['-'],['-'],['ko:K07043'],['-'],['-'],['-'],['-'],['ko00000'],['-'],['-'],['-'],['DUF45']
SMAGOTU_00516__000000000414,3245,4,"[401, 1331, 734, 821]","[18, 409, 1737, 2417]","['+', '+', '+', '-']","['Ribonuclease VapC15', 'D-inositol-3-phosphate glycosyltransferase_179', 'Trans-aconitate 2-methyltransferase_178', 'D-inositol-3-phosphate glycosyltransferase']","[1908, 1909, 1910, 1911]","['Toxic component of a toxin-antitoxin (TA) module. An RNase', 'PFAM Glycosyl transferases group 1', 'Methyltransferase domain', 'PFAM Glycosyl']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['-', '-', '-', '-']","['PIN', 'Glyco_transf_4,Glycos_transf_1', 'Methyltransf_23', 'Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4']"
SMAGOTU_00516__000000000416,5575,2,"[1526, 1547]","[1085, 2611]","['-', '-']","['GTPase Der', 'hypothetical protein_92']","[1920, 1921]","['GTP-binding protein', 'Protein of unknown function (DUF2868)']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['-', '-']","['DUF3482,MMR_HSR1', 'DUF2868']"
SMAGOTU_00516__000000000417,3404,1,[230],[3018],['-'],['hypothetical protein_50'],[1924],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-']
SMAGOTU_00516__000000000419,4498,2,"[1382, 1898]","[183, 1839]","['-', '+']","['Sensor histidine kinase RcsC', 'hypothetical protein']","[1927, 1928]","['catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR', 'poly(R)-hydroxyalkanoic acid synthase']","['-', '-']","['-', '-']","['-', '-']","['-', 'ko:K03821']","['-', 'ko00650,map00650']","['-', '-']","['-', 'R04254']","['-', 'RC00004']","['-', 'ko00000,ko00001,ko01000']","['-', '-']","['-', '-']","['-', '-']","['CheB_methylest,CheR,CheR_N,HATPase_c,HisKA,PAS_10,PAS_4,Response_reg', 'PHBC_N,PhaC_N']"
SMAGOTU_00516__000000000422,2020,1,[224],[1397],['-'],['hypothetical protein_64'],[1936],['Belongs to the UPF0337 (CsbD) family'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['-'],['CsbD']
